replicate,case_id,bound_constraint,policy,power_bootstrap_index,timing_fit_sha256,target_w,requested_fraction,deadline_s,horizon_s,attainment_time_s,target_met_by_30s
208,bandwidth,Bandwidth,isolated_fastest,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,19.820658942622295,True
208,bandwidth,Bandwidth,kv_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,27.98570133138889,True
208,bandwidth,Bandwidth,replay_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.727901593220608,True
208,bandwidth,Bandwidth,queue_haul_power_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,28.700511593111102,True
208,bandwidth,Bandwidth,queue_haul_deadline_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,18.73855850853795,True
208,dest_compute,Dest. compute,queue_haul_max_shed,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,29.998105835819587,True
208,dest_compute,Dest. compute,greedy,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.456830929323647,True
208,dest_compute,Dest. compute,isolated_fastest,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,dest_compute,Dest. compute,kv_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,27.98570133138889,True
208,dest_compute,Dest. compute,replay_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.456830929323647,True
208,dest_compute,Dest. compute,queue_haul_power_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,28.641926335121255,True
208,dest_compute,Dest. compute,queue_haul_deadline_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,18.81057820066667,True
208,bandwidth-hbm,HBM + bandwidth,queue_haul_max_shed,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,16.132604008504828,True
208,bandwidth-hbm,HBM + bandwidth,greedy,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,15.368045126190244,True
208,bandwidth-hbm,HBM + bandwidth,isolated_fastest,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,bandwidth-hbm,HBM + bandwidth,kv_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,22.27931566241667,True
208,bandwidth-hbm,HBM + bandwidth,replay_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,15.368045126190244,True
208,bandwidth-hbm,HBM + bandwidth,queue_haul_power_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,bandwidth-hbm,HBM + bandwidth,queue_haul_deadline_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,dest_compute-hbm,HBM + compute,queue_haul_max_shed,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,18.73023160227328,True
208,dest_compute-hbm,HBM + compute,greedy,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,17.498657072844498,True
208,dest_compute-hbm,HBM + compute,isolated_fastest,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,dest_compute-hbm,HBM + compute,kv_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.371754883277777,True
208,dest_compute-hbm,HBM + compute,replay_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,17.498657072844498,True
208,dest_compute-hbm,HBM + compute,queue_haul_power_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,dest_compute-hbm,HBM + compute,queue_haul_deadline_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,16.039832557235307,True
208,bandwidth-dest_compute,Bandwidth + compute,queue_haul_max_shed,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,29.967439562,True
208,bandwidth-dest_compute,Bandwidth + compute,greedy,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.456830929323647,True
208,bandwidth-dest_compute,Bandwidth + compute,isolated_fastest,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,bandwidth-dest_compute,Bandwidth + compute,kv_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,27.98570133138889,True
208,bandwidth-dest_compute,Bandwidth + compute,replay_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.456830929323647,True
208,bandwidth-dest_compute,Bandwidth + compute,queue_haul_power_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,28.231961156568573,True
208,bandwidth-dest_compute,Bandwidth + compute,queue_haul_deadline_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,21.749897924618296,True
208,bandwidth-dest_compute-hbm,All bound,queue_haul_max_shed,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,18.73023160227328,True
208,bandwidth-dest_compute-hbm,All bound,greedy,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,17.498657072844498,True
208,bandwidth-dest_compute-hbm,All bound,isolated_fastest,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,bandwidth-dest_compute-hbm,All bound,kv_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,21.79883969591667,True
208,bandwidth-dest_compute-hbm,All bound,replay_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,17.498657072844498,True
208,bandwidth-dest_compute-hbm,All bound,queue_haul_power_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,,False
208,bandwidth-dest_compute-hbm,All bound,queue_haul_deadline_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,16.13636811838284,True
208,none,None bound,queue_haul_max_shed,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,29.257266328071495,True
208,none,None bound,greedy,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.727901593220608,True
208,none,None bound,isolated_fastest,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,19.721736766286675,True
208,none,None bound,kv_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,20.320072857000003,True
208,none,None bound,replay_only,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,24.727901593220608,True
208,none,None bound,queue_haul_power_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,28.601589416775475,True
208,none,None bound,queue_haul_deadline_blind,26,a5a989ead56bbf0c3b5903843d346f5da6451f570dc408cd8923881a3e2df2c8,30.19852060890011,0.6666666666666666,30,90,18.661263600879394,True
209,hbm,HBM,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,hbm,HBM,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,hbm,HBM,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,hbm,HBM,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,hbm,HBM,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,hbm,HBM,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,hbm,HBM,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth,Bandwidth,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.994355429152538,True
209,bandwidth,Bandwidth,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.31944809650946,True
209,bandwidth,Bandwidth,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.138150475113687,True
209,bandwidth,Bandwidth,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth,Bandwidth,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.31944809650946,True
209,bandwidth,Bandwidth,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth,Bandwidth,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.138150475113687,True
209,dest_compute,Dest. compute,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute,Dest. compute,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute,Dest. compute,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute,Dest. compute,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute,Dest. compute,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute,Dest. compute,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute,Dest. compute,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-hbm,HBM + bandwidth,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-hbm,HBM + bandwidth,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-hbm,HBM + bandwidth,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-hbm,HBM + bandwidth,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-hbm,HBM + bandwidth,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-hbm,HBM + bandwidth,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-hbm,HBM + bandwidth,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute-hbm,HBM + compute,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute-hbm,HBM + compute,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute-hbm,HBM + compute,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute-hbm,HBM + compute,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute-hbm,HBM + compute,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute-hbm,HBM + compute,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,dest_compute-hbm,HBM + compute,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute,Bandwidth + compute,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute,Bandwidth + compute,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute,Bandwidth + compute,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute,Bandwidth + compute,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute,Bandwidth + compute,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute,Bandwidth + compute,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute,Bandwidth + compute,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute-hbm,All bound,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute-hbm,All bound,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute-hbm,All bound,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute-hbm,All bound,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute-hbm,All bound,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute-hbm,All bound,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,bandwidth-dest_compute-hbm,All bound,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,none,None bound,queue_haul_max_shed,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.996132920660983,True
209,none,None bound,greedy,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.31944809650946,True
209,none,None bound,isolated_fastest,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,27.43132266879104,True
209,none,None bound,kv_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,21.488340722,True
209,none,None bound,replay_only,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,29.31944809650946,True
209,none,None bound,queue_haul_power_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,,False
209,none,None bound,queue_haul_deadline_blind,103,6a0302db9c3c322d66a14c59425ec550f4903b11069314bab00721588227cc02,30.494033699507845,0.6666666666666666,30,90,27.43132266879104,True
210,hbm,HBM,queue_haul_max_shed,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,hbm,HBM,greedy,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,hbm,HBM,isolated_fastest,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,hbm,HBM,kv_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,hbm,HBM,replay_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,hbm,HBM,queue_haul_power_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,hbm,HBM,queue_haul_deadline_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth,Bandwidth,queue_haul_max_shed,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,29.938829627028095,True
210,bandwidth,Bandwidth,greedy,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,29.248192127949824,True
210,bandwidth,Bandwidth,isolated_fastest,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,23.68325212204518,True
210,bandwidth,Bandwidth,kv_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,29.361037961,True
210,bandwidth,Bandwidth,replay_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,29.248192127949824,True
210,bandwidth,Bandwidth,queue_haul_power_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,27.912577017863565,True
210,bandwidth,Bandwidth,queue_haul_deadline_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,23.68325212204518,True
210,dest_compute,Dest. compute,queue_haul_max_shed,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute,Dest. compute,greedy,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute,Dest. compute,isolated_fastest,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute,Dest. compute,kv_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute,Dest. compute,replay_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute,Dest. compute,queue_haul_power_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute,Dest. compute,queue_haul_deadline_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-hbm,HBM + bandwidth,queue_haul_max_shed,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-hbm,HBM + bandwidth,greedy,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-hbm,HBM + bandwidth,isolated_fastest,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-hbm,HBM + bandwidth,kv_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-hbm,HBM + bandwidth,replay_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-hbm,HBM + bandwidth,queue_haul_power_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-hbm,HBM + bandwidth,queue_haul_deadline_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute-hbm,HBM + compute,queue_haul_max_shed,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute-hbm,HBM + compute,greedy,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute-hbm,HBM + compute,isolated_fastest,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute-hbm,HBM + compute,kv_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute-hbm,HBM + compute,replay_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute-hbm,HBM + compute,queue_haul_power_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,dest_compute-hbm,HBM + compute,queue_haul_deadline_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-dest_compute,Bandwidth + compute,queue_haul_max_shed,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-dest_compute,Bandwidth + compute,greedy,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-dest_compute,Bandwidth + compute,isolated_fastest,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-dest_compute,Bandwidth + compute,kv_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-dest_compute,Bandwidth + compute,replay_only,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-dest_compute,Bandwidth + compute,queue_haul_power_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
210,bandwidth-dest_compute,Bandwidth + compute,queue_haul_deadline_blind,18,46459c6ee47200741f7c9e706b0ace63c13590e03a1ac4ae0f7ff946d3d3802f,38.2849944300968,0.6666666666666666,30,90,,False
